uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
160023030,FR,1,2,WorkingClass,0,0,0,0,Refused/DNt,Other
160023031,FR,1,2,WorkingClass,0,0,0,0,Refused/DNt,Other
160023032,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023033,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023034,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023035,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023036,FR,1,1,WorkingClass,0,0,0,0,FarLeft,Other
160023037,FR,3,1,MiddleClass,0,1,0,0,Left,TrustWebOnly
160023038,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023039,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023040,FR,1,2,WorkingClass,1,1,0,0,Refused/DNt,TrustWebOnly
160023041,FR,2,2,LowerMiddle,0,0,0,1,FarRight,TrustNone
160023042,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023043,FR,3,4,MiddleClass,0,0,0,1,Center,TrustNone
160023044,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023045,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023046,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023047,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023048,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023049,FR,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
160023050,FR,4,2,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
160023051,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023052,FR,3,4,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023053,FR,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
160023054,FR,1,1,WorkingClass,1,1,0,0,FarRight,TrustWebOnly
160023055,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023056,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023057,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023058,FR,9,4,Other/None/DN/Refused,1,0,0,0,Refused/DNt,TrustTrad
160023059,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023060,FR,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
160023061,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023062,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023063,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023064,FR,5,3,UpperClass,1,0,0,0,Right,TrustTrad
160023065,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023066,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023067,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023068,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023069,FR,1,1,WorkingClass,0,0,0,0,Left,Other
160023070,FR,1,3,WorkingClass,0,0,0,1,Left,TrustNone
160023071,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023072,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023073,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023074,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023075,FR,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
160023076,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023077,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023078,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023079,FR,1,4,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023080,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023081,FR,4,1,UpperMiddleClass,0,0,0,1,Right,TrustNone
160023082,FR,1,2,WorkingClass,0,0,0,1,Center,TrustNone
160023083,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023084,FR,3,1,MiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023085,FR,2,1,LowerMiddle,0,0,0,0,Center,Other
160023086,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023087,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023088,FR,1,4,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023089,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023090,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023091,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023092,FR,3,2,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023093,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023094,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023095,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023096,FR,5,1,UpperClass,0,0,0,1,Center,TrustNone
160023097,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023098,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023099,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023100,FR,4,1,UpperMiddleClass,1,1,0,0,Right,TrustWebOnly
160023101,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023102,FR,3,1,MiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023103,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023104,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023105,FR,3,4,MiddleClass,1,1,1,0,Center,TrustAll
160023106,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023107,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023108,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023109,FR,3,4,MiddleClass,0,0,0,0,Center,Other
160023110,FR,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
160023111,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023112,FR,1,1,WorkingClass,0,0,0,1,FarRight,TrustNone
160023113,FR,1,1,WorkingClass,1,1,0,0,Left,TrustWebOnly
160023114,FR,1,2,WorkingClass,1,1,0,0,Center,TrustWebOnly
160023115,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023116,FR,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
160023117,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023118,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023119,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023120,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023121,FR,1,1,WorkingClass,0,0,0,1,FarLeft,TrustNone
160023122,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023123,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023124,FR,3,1,MiddleClass,0,0,0,0,Left,Other
160023125,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023126,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023127,FR,3,2,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023128,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023129,FR,1,4,WorkingClass,0,0,0,1,FarLeft,TrustNone
160023130,FR,1,4,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023131,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023132,FR,3,2,MiddleClass,0,0,0,1,Center,TrustNone
160023133,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023134,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023135,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023136,FR,3,1,MiddleClass,0,0,0,0,Right,Other
160023137,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023138,FR,1,1,WorkingClass,0,0,0,1,FarRight,TrustNone
160023139,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023140,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023141,FR,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
160023142,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023143,FR,1,1,WorkingClass,0,0,0,0,FarLeft,Other
160023144,FR,1,1,WorkingClass,0,0,0,0,FarLeft,Other
160023145,FR,3,4,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023146,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023147,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023148,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023149,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023150,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023151,FR,2,1,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023152,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023153,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023154,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023155,FR,2,2,LowerMiddle,0,0,0,1,Center,TrustNone
160023156,FR,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
160023157,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023158,FR,1,2,WorkingClass,0,1,0,0,Left,TrustWebOnly
160023159,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023160,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023161,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023162,FR,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
160023163,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023164,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023165,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023166,FR,1,1,WorkingClass,0,0,0,0,FarLeft,Other
160023167,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023168,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023169,FR,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
160023170,FR,2,4,LowerMiddle,0,0,0,1,Left,TrustNone
160023171,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023172,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023173,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023174,FR,3,4,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023175,FR,1,2,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023176,FR,1,4,WorkingClass,1,0,0,0,Left,TrustTrad
160023177,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023178,FR,4,1,UpperMiddleClass,0,0,0,0,Center,Other
160023179,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023180,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023181,FR,2,4,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023182,FR,3,3,MiddleClass,1,0,0,0,Left,TrustTrad
160023183,FR,4,2,UpperMiddleClass,0,0,0,1,Center,TrustNone
160023184,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023185,FR,9,1,Other/None/DN/Refused,1,1,1,0,Refused/DNt,TrustAll
160023186,FR,4,2,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
160023187,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023188,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023189,FR,1,2,WorkingClass,1,0,0,0,Right,TrustTrad
160023190,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023191,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023192,FR,2,2,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023193,FR,2,2,LowerMiddle,1,1,1,0,FarLeft,TrustAll
160023194,FR,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023195,FR,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
160023196,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023197,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023198,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023199,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023200,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023201,FR,1,1,WorkingClass,0,0,0,1,Right,TrustNone
160023202,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023203,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023204,FR,2,4,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023205,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023206,FR,2,2,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023207,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023208,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023209,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023210,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023211,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023212,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023213,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023214,FR,1,1,WorkingClass,0,0,0,0,Left,Other
160023215,FR,3,1,MiddleClass,0,0,0,0,Right,Other
160023216,FR,1,4,WorkingClass,0,0,0,0,Center,Other
160023217,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023218,FR,4,1,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
160023219,FR,3,1,MiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023220,FR,1,4,WorkingClass,0,0,0,0,Refused/DNt,Other
160023221,FR,2,2,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023222,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023223,FR,3,1,MiddleClass,0,1,0,0,Left,TrustWebOnly
160023224,FR,1,1,WorkingClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023225,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023226,FR,1,4,WorkingClass,1,0,0,0,Left,TrustTrad
160023227,FR,2,4,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023228,FR,3,2,MiddleClass,0,0,0,1,FarLeft,TrustNone
160023229,FR,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
160023230,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023231,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023232,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023233,FR,2,1,LowerMiddle,0,0,0,1,FarLeft,TrustNone
160023234,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023235,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023236,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023237,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023238,FR,4,4,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023239,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023240,FR,9,1,Other/None/DN/Refused,1,1,1,0,Center,TrustAll
160023241,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023242,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023243,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023244,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023245,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023246,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023247,FR,1,2,WorkingClass,0,0,0,1,Center,TrustNone
160023248,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023249,FR,2,4,LowerMiddle,0,0,0,1,Left,TrustNone
160023250,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023251,FR,3,4,MiddleClass,1,0,0,0,Left,TrustTrad
160023252,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023253,FR,2,4,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023254,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023255,FR,2,1,LowerMiddle,0,1,0,0,Left,TrustWebOnly
160023256,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023257,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023258,FR,3,4,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023259,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023260,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023261,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023262,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023263,FR,3,3,MiddleClass,1,0,0,0,Center,TrustTrad
160023264,FR,1,1,WorkingClass,1,1,0,0,Right,TrustWebOnly
160023265,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023266,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023267,FR,1,4,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023268,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023269,FR,4,3,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023270,FR,3,3,MiddleClass,1,0,0,0,Center,TrustTrad
160023271,FR,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023272,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023273,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023274,FR,4,2,UpperMiddleClass,0,0,0,1,Center,TrustNone
160023275,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023276,FR,3,4,MiddleClass,1,0,0,0,Center,TrustTrad
160023277,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023278,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023279,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023280,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023281,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023282,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023283,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023284,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023285,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023286,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023287,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023288,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023289,FR,4,2,UpperMiddleClass,1,1,1,0,Left,TrustAll
160023290,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023291,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023292,FR,3,2,MiddleClass,0,0,0,0,Refused/DNt,Other
160023293,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023294,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023295,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023296,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023297,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023298,FR,3,1,MiddleClass,0,0,0,1,FarLeft,TrustNone
160023299,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023300,FR,3,1,MiddleClass,1,1,0,0,Refused/DNt,TrustWebOnly
160023301,FR,2,2,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023302,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023303,FR,1,2,WorkingClass,0,1,0,0,Left,TrustWebOnly
160023304,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023305,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023306,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023307,FR,4,1,UpperMiddleClass,1,1,1,0,Right,TrustAll
160023308,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023309,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023310,FR,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
160023311,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023312,FR,4,2,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023313,FR,9,4,Other/None/DN/Refused,1,0,0,0,Refused/DNt,TrustTrad
160023314,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023315,FR,1,2,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023316,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023317,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023318,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023319,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023320,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023321,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023322,FR,4,2,UpperMiddleClass,0,0,0,0,Refused/DNt,Other
160023323,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023324,FR,3,4,MiddleClass,1,0,0,0,Left,TrustTrad
160023325,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023326,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023327,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023328,FR,3,1,MiddleClass,1,1,1,0,Right,TrustAll
160023329,FR,2,1,LowerMiddle,1,1,0,0,Refused/DNt,TrustWebOnly
160023330,FR,1,1,WorkingClass,1,1,1,0,Center,TrustAll
160023331,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023332,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023333,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023334,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023335,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023336,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023337,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023338,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023339,FR,1,2,WorkingClass,0,0,0,0,Refused/DNt,Other
160023340,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023341,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023342,FR,3,2,MiddleClass,0,0,0,1,Left,TrustNone
160023343,FR,4,3,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023344,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023345,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023346,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023347,FR,3,4,MiddleClass,1,0,0,0,Right,TrustTrad
160023348,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023349,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023350,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023351,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023352,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023353,FR,3,4,MiddleClass,1,0,0,0,Center,TrustTrad
160023354,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023355,FR,7,1,Other/None/DN/Refused,1,0,0,0,Center,TrustTrad
160023356,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023357,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023358,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023359,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023360,FR,4,2,UpperMiddleClass,1,1,1,0,Left,TrustAll
160023361,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023362,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023363,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023364,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023365,FR,3,2,MiddleClass,0,0,0,1,Left,TrustNone
160023366,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023367,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023368,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023369,FR,3,2,MiddleClass,1,1,0,0,Center,TrustWebOnly
160023370,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023371,FR,1,4,WorkingClass,0,0,0,0,Refused/DNt,Other
160023372,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023373,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023374,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023375,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023376,FR,3,2,MiddleClass,0,0,0,1,Right,TrustNone
160023377,FR,3,4,MiddleClass,0,0,0,0,Left,Other
160023378,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023379,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023380,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023381,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023382,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023383,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023384,FR,2,1,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023385,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023386,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023387,FR,1,1,WorkingClass,0,0,0,1,Left,TrustNone
160023388,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023389,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023390,FR,3,1,MiddleClass,1,1,0,0,Refused/DNt,TrustWebOnly
160023391,FR,3,4,MiddleClass,0,0,0,1,Center,TrustNone
160023392,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023393,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023394,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023395,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023396,FR,8,4,Other/None/DN/Refused,1,0,0,0,Refused/DNt,TrustTrad
160023397,FR,2,4,LowerMiddle,0,0,0,1,Left,TrustNone
160023398,FR,2,4,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023399,FR,2,3,LowerMiddle,0,0,0,1,Left,TrustNone
160023400,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023401,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023402,FR,1,4,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023403,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
