,uniqid,d63,class,polorient,mediatrust,trustnom,trustallm,trustwebonly,trusttradm,qa6a_1,qa6a_2,qa6a_5,qa6a_3,qa6at,qa6a_4,d63,d15a,d1r2,d1,d11r1,d10,d1r1,d15a_r1,d11,d11r2,d15a_r2
1622,375626505,3,UpperMiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,2,1,1,2,3,1,4,2,3,1,2,3,25,2,1
1623,467883570,1,LowerMiddle,FarRight,TrustNone,0,0,0,0,3,2,2,2,3,1,1,0,1,9,3,1,9,3,70,4,4
1624,318739118,1,WorkingClass,Center,TrustNone,1,0,0,1,2,2,2,1,3,1,1,1,9,1,3,1,2,1,85,4,2
1625,92145099,2,LowerMiddle,Refused/DNt,TrustWebOnly,0,0,0,1,1,1,2,2,2,2,2,1,5,9,3,1,2,1,52,4,4
1626,182781537,3,WorkingClass,Left,TrustNone,0,0,0,1,2,2,2,1,2,1,3,12,5,3,4,1,2,3,66,1,6
1627,335611452,4,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,4,13,1,6,3,1,3,2,24,2,1
1628,415121059,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,3,1,3,0,2,1,3,1,2,2,47,1,4
1629,223305312,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,14,5,3,3,1,3,1,64,3,1
1630,-25867915,3,LowerMiddle,Right,TrustTrad,0,0,0,1,1,1,1,2,2,1,3,17,4,98,2,2,2,1,63,4,1
1631,268744421,1,WorkingClass,Right,TrustWebOnly,0,0,0,0,3,2,3,3,3,1,1,3,3,9,1,1,9,3,67,6,7
1632,295368478,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,8,2,9,2,1,1,2,72,6,8
1633,189285531,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,19,2,4,3,1,2,2,27,2,7
1634,176957988,3,UpperClass,Center,TrustTrad,0,0,0,1,1,1,3,2,2,1,3,2,3,8,2,1,3,2,32,6,2
1635,456684848,3,UpperClass,Left,TrustNone,0,0,0,1,1,2,1,1,3,1,3,12,9,2,3,1,2,2,44,2,4
1636,115293122,1,MiddleClass,FarLeft,TrustNone,0,0,0,1,1,3,2,1,3,2,1,3,1,6,3,1,3,2,71,3,4
1637,106186065,2,MiddleClass,Center,TrustAll,0,0,0,0,3,2,1,2,1,2,2,0,2,10,2,2,3,3,62,6,5
1638,141051210,3,UpperClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,21,4,4,3,2,3,2,48,3,7
1639,367980634,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,5,2,3,3,1,2,2,31,4,5
1640,305013810,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,4,5,5,2,2,2,2,44,5,2
1641,242117685,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,1,2,2,1,3,16,1,98,3,2,3,2,60,3,7
1642,469546808,1,WorkingClass,Left,TrustNone,0,0,0,0,2,2,1,2,3,3,1,3,5,6,4,2,3,3,64,6,4
1643,61525207,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,13,3,3,4,1,3,1,25,5,1
1644,313273352,1,MiddleClass,Left,TrustTrad,0,0,0,0,1,1,2,2,1,2,1,15,4,3,3,1,3,2,8,2,5
1645,124903691,2,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,3,1,2,1,2,7,2,2,3,1,1,2,86,2,2
1646,178983112,2,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,2,14,2,6,3,1,1,1,38,5,1
1647,208303920,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,3,2,1,2,1,3,2,60,3,4
1648,442384130,3,LowerMiddle,Left,TrustTrad,0,0,0,1,2,1,2,1,2,3,3,1,2,3,3,1,3,2,60,3,1
1649,283590263,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,1,2,2,2,1,3,11,2,3,2,2,1,2,57,2,2
1650,358312413,3,MiddleClass,Left,TrustTrad,0,0,0,0,1,2,1,3,2,3,3,15,2,5,1,1,3,2,36,4,1
1651,419001793,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,14,2,6,1,1,1,2,63,2,8
1652,359860116,2,LowerMiddle,Right,TrustNone,0,0,0,0,2,2,3,2,3,2,2,4,9,8,3,1,2,3,88,2,7
1653,230414788,3,LowerMiddle,Left,TrustAll,0,0,0,1,2,2,2,2,2,1,3,14,2,10,3,1,1,2,39,4,7
1654,425768433,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,1,2,8,3,2,1,3,53,2,7
1655,323421509,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,9,2,4,3,1,1,3,39,6,4
1656,338592695,3,WorkingClass,Center,TrustNone,1,0,0,0,1,2,1,2,2,2,3,1,2,4,1,1,9,3,70,4,1
1657,390368348,3,UpperClass,Left,TrustTrad,0,0,0,1,2,2,2,1,2,2,3,3,5,9,3,1,3,3,30,6,7
1658,451873259,3,WorkingClass,Refused/DNt,TrustAll,0,0,0,1,3,1,2,2,3,2,3,4,3,4,4,2,3,2,85,6,6
1659,414439262,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,4,2,5,3,1,1,3,57,4,7
1660,209822072,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,2,1,1,3,14,3,4,3,1,1,2,36,4,3
1661,483708148,3,LowerMiddle,FarLeft,TrustWebOnly,0,0,0,1,2,2,3,2,2,1,3,-1,3,5,1,1,2,2,79,5,5
1662,399677976,3,MiddleClass,Left,TrustNone,0,0,0,0,2,2,1,2,3,1,3,1,3,4,3,2,2,3,64,6,5
1663,-27612298,3,UpperClass,Left,TrustNone,0,0,0,1,1,2,2,2,2,1,3,7,2,8,2,1,3,3,53,5,7
1664,453423884,2,UpperClass,Left,Other,0,0,0,1,3,1,2,1,2,1,2,13,2,5,3,1,2,3,57,2,2
1665,240649754,1,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,3,1,1,0,3,6,4,2,2,3,51,6,7
1666,394283684,3,LowerMiddle,Left,Other,1,0,0,1,1,3,2,2,2,2,3,16,3,2,1,2,2,2,34,6,6
1667,297311111,3,UpperMiddleClass,FarRight,TrustTrad,0,0,0,0,1,1,3,1,3,1,3,20,3,2,4,2,2,1,50,6,5
1668,475351378,1,UpperMiddleClass,FarLeft,TrustTrad,0,0,0,0,1,1,1,1,3,3,1,2,3,1,2,1,3,3,29,4,6
1669,63878121,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,2,4,4,1,2,2,51,4,1
1670,350201670,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,2,1,1,2,2,3,7,2,5,3,1,1,3,20,1,8
1671,444691695,1,MiddleClass,Left,TrustNone,0,0,0,0,2,1,3,1,3,2,1,14,2,5,3,1,1,2,34,5,8
1672,198026370,3,WorkingClass,Right,TrustNone,0,0,0,1,2,2,2,1,3,2,3,4,3,10,3,1,2,3,75,6,1
1673,192333736,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,11,2,6,2,1,3,1,36,4,2
1674,93068863,1,MiddleClass,Refused/DNt,TrustNone,1,0,0,0,2,2,1,2,3,2,1,16,9,9,1,2,9,3,55,5,7
1675,329028346,2,WorkingClass,Refused/DNt,TrustAll,0,0,0,1,1,1,1,1,2,2,2,2,2,6,1,2,1,2,50,2,6
1676,274092383,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,2,1,1,1,3,3,2,6,2,1,3,2,29,3,6
1677,443253764,4,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,4,14,3,4,3,1,3,2,51,3,1
1678,242890669,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,15,2,3,2,1,3,3,24,4,8
1679,445732313,3,LowerMiddle,Left,TrustAll,0,0,0,1,1,1,1,3,1,1,3,4,2,9,3,2,3,2,45,3,7
1680,65915429,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,3,1,2,1,3,14,5,6,3,1,3,1,78,5,1
1681,443387486,3,MiddleClass,Left,TrustNone,0,0,0,1,3,1,2,2,3,1,3,3,3,9,3,1,2,3,72,5,5
1682,441634524,3,LowerMiddle,Refused/DNt,TrustNone,0,0,0,1,2,2,2,1,2,1,3,1,3,5,1,2,3,2,74,2,4
1683,374571179,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,2,4,1,1,2,3,39,4,2
1684,110795968,3,MiddleClass,Right,Other,1,0,0,1,2,2,2,1,1,1,3,14,2,4,2,2,1,2,93,6,7
1685,341715368,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,0,2,5,2,2,3,2,72,3,2
1686,453318613,3,UpperClass,Center,TrustTrad,0,0,0,1,1,2,1,1,2,2,3,9,4,9,2,2,1,2,27,2,7
1687,262974354,3,LowerMiddle,FarRight,TrustTrad,0,0,0,1,1,2,2,1,3,1,3,0,2,2,3,1,2,2,21,2,3
1688,83995625,3,MiddleClass,Left,TrustNone,1,0,0,1,1,2,3,2,2,2,3,0,9,6,2,2,3,2,77,3,4
1689,198825763,2,WorkingClass,FarLeft,TrustWebOnly,0,0,0,0,2,2,2,1,2,2,2,0,1,3,4,1,3,3,53,2,4
1690,305637534,3,WorkingClass,Center,TrustAll,0,0,0,0,2,1,1,1,2,2,3,11,4,2,4,1,1,2,27,2,5
1691,454846144,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,2,2,1,3,-1,2,9,3,2,1,3,45,5,7
1692,487249919,2,LowerMiddle,FarRight,TrustNone,1,0,0,0,2,2,1,2,2,2,2,2,9,5,3,2,3,2,85,2,4
1693,439078192,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,2,2,2,1,2,1,3,0,3,9,2,1,3,3,67,4,1
1694,487416045,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,2,2,2,3,18,2,10,2,1,1,3,29,5,7
1695,339837096,9,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,2,2,2,2,9,14,3,8,2,2,3,2,48,1,8
1696,113942547,3,WorkingClass,Left,TrustTrad,0,0,0,1,2,1,1,2,2,1,3,1,3,9,4,2,2,2,61,5,6
1697,295963978,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,3,2,3,4,1,3,2,80,1,2
1698,320559118,1,MiddleClass,Left,TrustNone,1,0,0,1,2,2,2,3,2,1,1,4,3,4,2,1,3,2,81,4,4
1699,212557866,2,LowerMiddle,Center,TrustNone,1,0,0,0,2,2,2,3,3,3,2,3,9,4,4,1,9,2,96,6,6
1700,310131160,3,MiddleClass,Left,TrustNone,1,0,0,0,2,2,2,2,3,1,3,0,2,5,3,1,3,3,95,2,4
1701,110706609,1,MiddleClass,FarLeft,TrustNone,0,0,0,1,1,2,2,2,3,2,1,11,3,2,3,1,1,2,39,6,2
1702,136276423,3,LowerMiddle,Left,Other,1,0,0,1,2,2,1,2,3,2,3,20,9,98,3,1,2,1,77,5,6
1703,385253253,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,13,2,6,1,1,1,2,41,3,8
1704,182095194,5,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,2,5,0,5,9,4,1,3,2,21,4,8
1705,280748056,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,4,1,5,3,1,1,2,24,4,8
1706,254793710,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,2,1,1,2,2,1,3,4,4,4,2,1,2,2,46,4,8
1707,339757868,3,LowerMiddle,Left,TrustWebOnly,0,0,0,1,1,1,1,3,2,1,3,13,4,4,4,2,1,3,77,4,7
1708,150993750,1,WorkingClass,Center,TrustNone,1,0,0,0,3,3,1,2,3,3,1,17,3,98,2,2,2,3,95,5,6
1709,263198874,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,20,2,10,3,1,3,2,62,5,4
1710,364152612,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,10,4,6,2,2,1,3,55,4,8
1711,390071212,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,1,3,2,3,3,19,5,1,4,1,3,3,98,3,4
1712,274130504,3,UpperMiddleClass,Refused/DNt,Other,0,0,0,1,1,2,3,2,2,2,3,14,3,5,2,1,3,1,94,5,4
1713,478248493,1,WorkingClass,Refused/DNt,Other,0,0,0,0,2,2,3,2,3,3,1,0,9,98,3,2,9,3,85,2,7
1714,-9640618,3,WorkingClass,Left,TrustTrad,0,0,0,0,2,2,2,1,1,1,3,12,2,5,4,2,3,3,41,5,7
1715,485350672,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,12,1,6,3,1,1,2,29,5,2
1716,381455603,1,MiddleClass,Refused/DNt,TrustNone,1,0,0,1,2,2,2,3,3,2,1,19,4,6,3,2,1,1,62,3,4
1717,387494677,1,WorkingClass,Left,TrustNone,1,0,0,0,2,2,3,1,3,3,1,1,4,9,3,2,9,3,74,6,6
1718,248502607,3,MiddleClass,Right,TrustTrad,0,0,0,0,2,2,1,1,3,1,3,0,2,4,3,1,3,2,56,2,7
1719,306099823,3,LowerMiddle,Center,TrustNone,0,0,1,1,1,1,1,1,2,2,3,19,2,7,4,2,3,3,74,4,7
1720,265680291,2,MiddleClass,Center,TrustTrad,1,0,0,1,1,1,2,1,2,2,2,15,3,10,2,1,1,2,19,5,2
1721,139207722,2,WorkingClass,Center,Other,1,0,0,0,2,2,2,3,3,3,2,5,3,3,4,1,9,3,57,4,7
1722,93378116,1,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,1,4,3,4,3,2,3,3,20,3,8
1723,279123127,1,WorkingClass,Right,TrustAll,0,0,0,1,1,2,1,1,2,3,1,6,5,1,2,1,2,3,52,5,6
1724,323562430,3,MiddleClass,Left,TrustNone,0,0,0,0,2,2,2,2,3,2,3,12,9,6,4,2,3,2,75,4,6
1725,312845412,3,UpperMiddleClass,Refused/DNt,TrustTrad,0,0,0,1,2,2,2,2,2,3,3,6,2,9,3,1,1,3,40,1,6
1726,229696406,3,UpperClass,Center,TrustNone,0,0,0,1,2,2,2,1,2,1,3,4,2,2,2,1,3,3,76,3,6
1727,30833529,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,7,2,5,3,1,1,2,56,4,4
1728,338707377,4,WorkingClass,Right,TrustAll,1,0,0,0,1,2,1,1,3,1,4,2,2,1,3,1,3,3,64,3,6
1729,268747527,3,WorkingClass,Left,TrustAll,0,0,0,0,2,2,3,2,3,2,3,4,9,5,3,1,2,1,79,6,7
1730,183239615,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,13,2,4,3,1,3,3,70,5,2
1731,332253090,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,3,2,3,3,1,0,9,98,2,2,9,3,95,2,6
1732,253598665,3,MiddleClass,Right,TrustTrad,0,0,0,1,2,1,1,1,2,1,3,8,2,6,1,1,9,2,83,4,4
1733,371592884,3,MiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,2,3,4,4,7,2,1,2,2,47,4,7
1734,277582554,3,UpperClass,Left,TrustAll,0,0,0,1,1,1,1,1,3,1,3,13,1,3,2,1,3,2,38,6,7
1735,263419988,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,12,2,4,1,2,1,2,63,3,3
1736,41532345,3,WorkingClass,Center,TrustNone,1,0,0,0,3,2,2,2,3,2,3,0,3,3,2,1,9,3,48,4,7
1737,181435708,1,WorkingClass,Center,TrustNone,0,0,0,1,2,1,1,1,2,1,1,3,2,6,2,2,1,2,42,5,5
1738,445266496,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,10,2,4,4,1,1,2,27,5,2
1739,75360957,3,UpperMiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,1,2,2,1,3,14,1,10,2,2,1,3,62,4,7
1740,27655515,1,LowerMiddle,Center,TrustNone,1,0,0,0,1,2,2,1,3,1,1,12,1,9,3,2,2,1,99,1,8
1741,378804935,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,6,2,4,3,1,3,2,34,2,2
1742,445811398,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,1,3,12,2,4,4,1,3,2,64,2,5
1743,117799296,3,UpperClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,2,3,13,2,9,1,1,2,1,36,2,6
1744,279266194,3,WorkingClass,Center,TrustAll,0,0,0,1,2,2,2,2,1,2,3,4,3,10,4,1,3,1,95,4,4
1745,106954894,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,10,2,3,4,1,1,2,51,3,2
1746,405037798,3,LowerMiddle,Left,TrustAll,0,0,0,0,2,1,1,1,1,1,3,3,2,5,1,2,3,2,25,1,8
1747,82124778,3,MiddleClass,Center,TrustAll,0,0,0,1,1,1,1,2,1,1,3,4,1,2,2,1,1,2,22,1,8
1748,365361453,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,3,1,1,2,2,3,3,3,2,2,1,1,2,50,2,6
1749,372929459,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,2,3,10,2,6,1,1,1,1,51,4,5
1750,218449412,1,UpperMiddleClass,Left,TrustNone,0,0,0,1,1,3,2,2,3,2,1,14,2,97,4,2,3,3,71,4,5
1751,260816838,3,LowerMiddle,Center,Other,0,0,0,1,2,1,2,3,2,2,3,0,9,10,4,2,3,3,20,3,7
1752,426177820,3,MiddleClass,Left,TrustWebOnly,0,0,0,1,1,1,2,3,2,2,3,3,3,6,3,1,3,3,20,1,3
1753,96012115,1,UpperMiddleClass,Center,TrustWebOnly,0,0,0,0,2,3,2,2,3,2,1,4,4,98,2,1,3,2,82,5,7
1754,471883694,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,12,4,3,2,2,3,2,64,1,6
1755,218673752,2,LowerMiddle,Center,TrustWebOnly,0,0,0,0,2,1,1,3,2,1,2,16,2,5,2,1,1,1,84,6,7
1756,300986577,4,WorkingClass,Center,TrustAll,0,0,0,0,2,2,1,2,3,3,4,1,5,7,3,1,1,3,46,4,1
1757,445081765,3,WorkingClass,Center,TrustTrad,0,0,0,1,1,1,2,2,1,2,3,18,3,3,3,1,1,2,39,5,7
1758,206008606,3,WorkingClass,Refused/DNt,Other,1,0,0,0,2,2,3,2,3,1,3,11,9,5,1,1,1,3,44,5,6
1759,432360549,3,WorkingClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,15,4,6,4,1,2,2,48,1,2
1760,152300103,2,LowerMiddle,Refused/DNt,TrustAll,0,0,0,1,1,2,3,1,2,1,2,4,2,9,3,1,3,1,34,1,7
1761,377768022,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,19,2,3,1,2,2,2,33,3,2
1762,475684168,3,MiddleClass,Left,TrustNone,0,0,0,1,1,1,2,2,1,2,3,4,2,3,3,2,3,2,30,2,7
1763,456500065,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,2,2,3,2,1,1,2,50,3,7
1764,238713163,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,3,3,1,2,6,2,1,2,2,53,2,8
1765,350557654,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,0,2,97,2,1,1,1,57,5,4
1766,167244356,3,LowerMiddle,Refused/DNt,TrustTrad,0,0,0,1,1,1,2,1,1,2,3,11,2,4,1,1,1,3,88,4,4
1767,100268782,1,WorkingClass,Left,TrustNone,0,0,0,0,2,2,1,2,3,2,1,17,9,3,3,1,3,3,94,4,5
1768,22784376,2,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,2,0,2,2,3,1,3,3,36,3,4
1769,392204915,3,WorkingClass,Refused/DNt,TrustTrad,0,0,0,1,2,2,2,2,3,3,3,14,1,5,2,2,3,3,86,4,6
1770,193590037,3,MiddleClass,Left,TrustTrad,0,0,0,0,1,1,2,1,2,2,3,2,2,3,3,1,3,2,31,1,8
1771,70726053,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,2,2,1,3,5,2,5,3,1,2,1,18,5,1
1772,440929816,2,WorkingClass,Right,TrustNone,1,0,0,0,2,2,2,3,3,2,2,12,9,97,2,2,2,3,95,4,4
1773,375784590,3,UpperClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,11,4,6,3,1,3,3,49,1,2
1774,223767588,1,WorkingClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,1,4,3,5,2,2,1,3,60,3,6
1775,223297858,4,LowerMiddle,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,4,9,2,8,1,1,1,2,78,2,6
1776,456969909,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,1,2,2,2,1,3,11,4,6,3,1,3,1,50,2,2
1777,428127653,1,MiddleClass,FarRight,Other,0,0,0,1,2,2,2,2,2,2,1,20,2,5,4,2,3,1,32,2,5
1778,464512495,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,2,2,3,3,1,4,1,4,4,1,2,3,96,2,1
1779,319283559,3,WorkingClass,Left,TrustTrad,0,0,0,1,2,2,2,1,2,2,3,0,5,9,2,2,9,2,60,4,6
1780,258349139,3,MiddleClass,Left,TrustNone,0,0,0,0,2,1,3,1,2,2,3,16,2,1,1,2,1,2,50,1,4
1781,249366086,3,UpperMiddleClass,Left,Other,0,0,0,1,1,1,1,1,2,1,3,17,9,3,3,2,3,3,59,3,1
1782,346722978,1,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,1,0,3,4,2,1,1,1,43,4,7
1783,374965895,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,1,2,2,1,3,2,3,4,4,1,3,2,25,5,4
1784,279177276,1,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,2,1,1,1,2,4,5,1,2,2,2,53,2,6
1785,305338742,3,MiddleClass,Left,TrustNone,0,0,0,1,2,1,3,2,2,1,3,14,2,8,4,1,2,3,66,2,2
1786,100627036,3,MiddleClass,FarRight,TrustNone,0,0,0,1,2,2,2,1,2,1,3,3,5,5,1,1,1,2,30,5,5
1787,37272290,3,MiddleClass,Center,TrustNone,0,0,0,1,2,1,2,1,3,1,3,2,2,1,2,1,1,1,88,4,2
1788,459808451,3,LowerMiddle,FarRight,TrustNone,0,0,0,0,2,3,1,1,2,2,3,13,2,3,2,1,3,1,46,2,7
1789,393997040,3,MiddleClass,Left,TrustTrad,1,0,0,1,2,1,2,1,2,2,3,8,2,1,3,2,3,2,90,3,1
1790,167647771,1,WorkingClass,FarLeft,Other,0,0,0,0,2,3,2,2,2,1,1,12,2,1,2,2,9,1,77,2,2
1791,457673729,1,WorkingClass,Refused/DNt,Other,1,0,0,0,3,2,2,1,3,1,1,0,3,1,1,1,9,3,85,4,8
1792,108132769,3,WorkingClass,Left,TrustNone,0,0,0,0,2,2,2,1,3,1,3,3,4,4,2,1,2,1,65,6,6
1793,437824594,1,MiddleClass,Center,TrustNone,0,0,0,0,1,2,2,2,3,2,1,0,2,1,3,1,2,1,87,6,8
1794,408188029,3,WorkingClass,Center,TrustNone,0,0,0,0,2,3,3,2,3,2,3,3,3,5,3,1,2,3,53,4,7
1795,237189802,3,MiddleClass,Right,TrustAll,0,0,0,1,1,1,2,1,2,1,3,14,2,5,3,1,1,2,81,5,1
1796,257914583,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,1,3,4,2,1,3,1,21,5,8
1797,428523099,1,WorkingClass,Center,TrustNone,0,0,0,0,2,2,2,1,3,3,1,21,9,5,3,1,2,3,84,4,7
1798,315359003,2,LowerMiddle,Center,TrustNone,0,0,0,0,1,2,2,2,2,1,2,13,3,10,3,1,3,2,91,2,7
1799,407742155,3,WorkingClass,Center,TrustNone,0,0,0,1,2,1,3,2,3,3,3,4,1,98,4,1,3,1,71,3,2
1800,368187369,2,LowerMiddle,FarRight,TrustNone,1,0,0,1,2,2,1,2,3,1,2,4,3,7,4,1,3,2,77,4,3
1801,76882532,1,MiddleClass,Center,TrustNone,0,0,0,1,2,1,2,1,2,2,1,19,2,10,3,2,3,3,93,5,3
1802,483059986,1,WorkingClass,Right,TrustNone,1,0,0,0,2,2,3,2,3,1,1,15,3,97,2,1,9,3,36,3,5
1803,125801090,3,WorkingClass,Center,TrustNone,0,0,0,1,2,3,3,2,2,1,3,4,5,10,3,2,9,3,68,2,6
1804,130297046,1,LowerMiddle,Center,TrustNone,0,0,0,0,1,2,2,1,3,2,1,5,3,9,4,2,3,3,96,4,6
1805,353823048,3,LowerMiddle,Left,TrustAll,0,0,0,1,1,2,3,2,2,1,3,18,3,9,3,2,2,2,17,6,4
1806,10357527,1,WorkingClass,FarRight,TrustNone,1,0,0,0,2,2,3,1,2,3,1,4,2,5,4,2,1,3,97,5,7
1807,147078211,2,MiddleClass,Right,TrustAll,0,0,1,1,2,1,2,2,2,1,2,0,3,3,4,2,2,2,25,5,4
1808,240562665,1,WorkingClass,FarRight,TrustNone,0,0,0,0,2,2,2,2,2,3,1,4,5,7,4,1,3,3,98,6,5
1809,456357402,4,UpperMiddleClass,Left,TrustTrad,1,0,0,1,1,1,1,1,2,2,4,3,1,4,1,1,2,1,28,2,7
1810,117857634,2,WorkingClass,Refused/DNt,TrustNone,1,0,1,1,2,2,3,2,3,1,2,20,9,4,4,2,2,3,50,6,6
1811,37298558,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,2,1,2,2,1,3,3,5,4,1,2,1,2,28,5,1
1812,270242170,2,MiddleClass,Left,TrustWebOnly,0,0,0,0,2,1,1,1,2,1,2,1,9,1,1,1,1,3,71,3,7
1813,415161403,1,UpperClass,Right,TrustAll,0,0,0,1,1,1,1,1,3,1,1,1,2,6,3,1,1,2,82,5,7
1814,87994053,3,WorkingClass,Right,TrustNone,0,0,0,0,2,2,1,2,3,1,3,0,2,10,3,1,3,2,95,6,6
1815,117683195,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,0,4,4,2,1,3,1,40,2,7
1816,301886967,3,UpperMiddleClass,Right,TrustWebOnly,0,0,0,1,2,1,2,1,1,3,3,3,2,7,3,1,3,1,47,5,4
1817,473453459,3,MiddleClass,Left,TrustWebOnly,0,0,0,1,2,1,1,1,2,1,3,3,3,10,1,1,1,3,42,6,2
1818,150782977,2,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,3,1,2,3,2,3,3,1,3,2,79,3,3
1819,438364162,2,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,2,11,4,4,2,1,3,2,18,4,3
1820,337847670,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,3,1,5,4,1,3,2,90,2,1
1821,303725957,2,LowerMiddle,Center,TrustNone,0,0,0,0,2,1,2,2,3,2,2,12,2,2,3,1,3,2,63,2,7
1822,412333647,1,MiddleClass,FarRight,TrustAll,0,0,0,0,1,2,1,1,2,1,1,3,2,5,1,1,3,2,58,2,7
