,Unnamed: 0,d73_4,qa10_3,qd5_14,qa4a_5,qa2a_4,polintr_4,qa2a_5,d40b,qa6b_3,qa13_2,qa4a_4,d40a_r,d40abc_r3,qa4a_9,qa4a_13,qa2a_6,d70,qa3a_11,qa16,sd22_1,d8,d40b_r,qa19,d62_4,polintr_1,qd5_6,qa6b_1,d62_2,netuse,qa3a_17,qc1a_4,d8r2,d78,d9r,qd5_15,d40c,d40abc_r1,sd22t7,d40abc_r4,qa4a_12,qa4a_17,d71_2,qc1a_1,qa1a_4,qa18_5,qa4a_18,qc1a_3,qa17,qd5_2,d62_1,sd22t3,qa3a_4,d71_1,qa4a_15,d9,d40abc_r2,qd5_1,qd1,qa2a_1,qd8_3,qa14,qa4a_1,sd22t8,qa1a_5,qa10_2,qa3a_3,qa4a_19,qa3a_10,qa7_1,qa3a_2,qa3a_5,qd5_16,qa3a_8,qa3a_14,d73_2,d40c_r,d8r1,qd5_12,sd22t6,qd5_9,d73_1,qa4a_16,d62_3,qa3a_16,qa13_1,qd5_10,qa8_1,qa6b_10,qd5_8,qa2a_3,qa1a_6,qa3a_15,qa4a_6,d71_3,sd22t2,qa1a_2,qc1a_2,qd5_13,qa18_3,qd8_4,qd8_1,qa3a_18,qa3a_9,d40a,qa6b_8,polintr_3,qa3a_13,d7,qa4a_11,d60,sd22t4,qd5_7,qa3a_6,qd2,qa4a_3,polintr_2,qa2a_2,qa4a_14,qa2a_7,qa1a_3,qa10_1,qd5_5,d25,sd22t5,qa3a_1,qd5t,qd8_2,qa1a_1,sd22_2,qd5_11,qa3a_12,qa8_2,qd5_4,sd22t1,d7r,qa18_1,qd5_3,d62t,qa18_2,d73_3,qa4a_7,sd18a,qa4a_10,qa7_2,qa1a_7,qa4a_2
1453,1453,2.0,3,0,0,3,0,2,1.0,1,1,0,1.0,1.0,0,0,1,1,0,1,2,35,0.0,3,1,0,0,2,1,3,0,2,4,1,3,1,0.0,0.0,0,0.0,0,0,2,1,2,5,0,2,5,0,1,0,0,1,0,285,0.0,0,3,3,3,4,0,0,1,4,0,0,0,1,0,0,0,0,1,2.0,0.0,5,0,0,0,0.0,1,2,0,1,0,1,1,0,1,3,0,0,2,0,3,1,0,2,1,1,0,0.0,1.0,2,0,0,0,0,3,0,0,0,2,1,1,1,1.0,3,1,4,0,1.0,0,1,0,4,2,1,0,0,2,0,1,3,1,0,1,4,2.0,0,1,0,1,2,0
1454,1454,1.0,5,0,1,1,1,2,0.0,1,2,0,2.0,0.0,1,0,1,3,1,1,2,19,1.0,3,1,0,0,2,6,6,0,3,2,1,5,0,0.0,0.0,0,0.0,0,0,3,1,2,4,0,4,3,0,6,0,0,2,0,-36,0.0,0,4,3,1,4,0,0,4,3,1,0,1,2,0,0,0,0,0,4.0,0.0,10,0,1,0,2.0,1,1,0,1,1,2,2,0,1,2,0,0,2,0,4,2,0,3,2,2,0,0.0,2.0,2,0,0,1,0,3,0,0,0,3,1,1,3,0.0,3,3,2,1,3.0,0,0,1,2,3,1,0,0,2,0,1,2,1,0,1,4,2.0,0,4,0,1,2,0
1455,1455,1.0,3,0,0,2,0,1,1.0,1,2,0,2.0,0.0,0,0,3,2,0,1,1,36,0.0,3,1,0,0,2,1,1,0,2,3,1,8,0,2.0,1.0,0,0.0,0,0,2,1,2,5,0,4,4,0,1,0,0,2,0,334,0.0,0,2,3,3,5,0,0,2,2,0,0,0,1,0,0,0,0,0,2.0,0.0,9,0,0,0,2.0,0,1,0,3,0,1,1,0,1,3,0,0,2,0,3,1,0,1,2,2,0,0.0,1.0,3,1,0,0,0,2,0,0,0,3,0,0,2,0.0,1,2,1,0,2.0,0,0,1,2,3,1,0,0,1,0,0,1,3,1,1,3,1.0,0,1,0,1,1,0
1456,1456,1.0,2,0,0,1,0,2,1.0,1,2,0,2.0,0.0,1,1,3,2,0,3,1,37,0.0,3,1,0,0,1,6,1,0,2,4,3,6,0,0.0,1.0,0,1.0,0,0,3,2,2,1,0,2,2,0,1,0,0,1,1,383,0.0,0,3,1,1,4,0,0,2,3,0,0,0,1,0,0,0,1,1,1.0,0.0,3,0,1,1,3.0,0,1,0,4,0,1,2,0,1,5,0,0,1,0,3,2,0,1,2,1,0,1.0,2.0,1,0,0,0,0,3,1,0,0,3,1,1,3,0.0,2,2,1,1,2.0,1,0,1,1,1,2,0,1,1,0,1,1,1,1,1,3,1.0,0,4,0,1,2,0
1457,1457,1.0,3,0,1,3,0,2,2.0,1,1,0,1.0,0.0,0,0,3,2,0,4,2,27,0.0,1,1,1,0,2,5,1,0,2,2,5,3,0,0.0,0.0,1,0.0,0,0,2,2,1,3,0,3,3,1,1,0,0,1,1,43,1.0,0,2,1,2,4,0,0,1,3,0,0,0,1,0,0,0,1,0,2.0,0.0,5,0,1,1,3.0,0,7,0,3,0,3,2,0,3,1,0,0,3,0,4,2,0,1,2,2,0,0.0,1.0,2,0,0,12,0,2,0,0,0,2,0,0,3,0.0,3,3,4,1,3.0,1,0,0,2,3,1,0,0,2,1,1,4,1,0,1,2,2.0,0,2,0,1,2,1
1458,1458,2.0,2,0,0,1,0,2,0.0,1,1,0,3.0,0.0,0,0,4,1,0,4,2,14,2.0,1,6,0,0,2,6,1,0,4,3,3,8,0,0.0,1.0,0,0.0,0,0,3,2,2,1,1,1,2,0,6,0,0,2,0,-35,1.0,1,2,3,3,4,0,0,2,3,1,0,0,1,0,0,0,0,1,2.0,2.0,9,0,0,1,2.0,0,6,0,2,0,1,2,1,3,3,0,0,3,0,4,1,0,3,2,2,0,0.0,2.0,2,0,1,3,1,3,0,0,0,3,0,0,2,0.0,3,3,4,1,2.0,0,1,0,2,3,1,0,0,3,0,1,1,2,0,1,2,2.0,0,3,0,1,2,0
1459,1459,1.0,2,0,0,1,0,3,1.0,1,2,0,1.0,1.0,0,1,3,2,1,1,2,23,0.0,6,1,0,0,1,6,1,0,4,3,2,11,0,2.0,1.0,0,0.0,0,0,2,2,1,2,0,3,3,0,1,0,0,1,0,255,0.0,0,2,1,2,4,0,0,1,1,0,0,0,1,0,0,0,0,1,1.0,0.0,3,0,1,0,1.0,1,1,0,2,0,1,1,0,1,3,0,0,1,0,2,2,0,2,1,3,0,0.0,2.0,1,0,0,8,0,3,1,0,0,2,0,0,1,0.0,1,2,2,0,2.0,0,0,1,2,2,2,0,0,1,0,1,1,2,1,1,2,1.0,0,2,0,1,2,0
1460,1460,1.0,2,0,1,3,0,2,2.0,1,2,0,3.0,0.0,1,0,1,3,0,2,2,109,0.0,3,5,0,0,2,3,1,0,3,2,3,5,0,0.0,0.0,0,1.0,0,0,2,2,2,1,0,1,3,1,1,0,0,2,0,315,1.0,0,3,3,5,4,0,0,4,3,0,0,0,1,0,0,0,0,0,1.0,0.0,4,0,0,0,2.0,0,1,0,1,0,1,2,1,3,3,0,0,2,0,3,2,0,1,2,1,0,0.0,2.0,2,0,0,16,0,2,0,0,0,3,0,1,2,0.0,3,2,4,0,2.0,0,0,0,2,3,3,0,1,1,0,1,2,1,0,1,1,2.0,0,3,1,1,2,0
1461,1461,1.0,2,0,0,2,0,2,0.0,1,2,0,2.0,0.0,0,0,3,2,0,4,1,29,0.0,6,1,0,0,2,6,1,0,2,5,2,6,0,2.0,0.0,0,1.0,0,0,2,2,2,4,0,4,3,1,7,0,0,3,0,101,0.0,0,3,3,3,5,0,0,2,2,0,0,0,1,0,0,0,0,0,3.0,1.0,97,0,1,0,1.0,0,1,0,3,0,2,2,1,3,3,0,0,3,0,3,2,0,2,2,1,0,0.0,2.0,1,0,0,1,0,2,1,1,0,1,0,0,3,999.0,1,3,5,0,2.0,0,1,0,2,2,2,0,1,2,0,1,1,3,1,1,3,2.0,0,4,0,1,2,0
1462,1462,1.0,3,0,0,3,0,2,0.0,1,2,0,3.0,0.0,0,0,3,1,0,4,3,83,0.0,3,5,1,0,2,1,1,0,1,5,2,7,0,1.0,0.0,0,1.0,0,0,2,1,2,1,0,4,5,0,1,0,0,1,0,301,1.0,0,3,1,3,4,0,0,2,2,1,0,0,1,0,0,0,0,0,1.0,1.0,2,0,1,0,1.0,0,1,0,1,0,2,1,1,2,3,0,0,3,0,2,1,0,1,1,5,0,0.0,3.0,2,1,0,8,0,3,0,0,0,3,0,0,1,0.0,1,2,2,0,2.0,1,0,1,2,2,1,0,0,1,0,1,1,4,1,1,2,1.0,0,3,0,2,2,1
1463,1463,1.0,2,0,0,3,0,1,0.0,1,2,0,2.0,0.0,0,0,3,2,0,1,1,24,0.0,1,5,0,0,2,1,1,0,3,3,2,8,0,0.0,1.0,0,0.0,0,0,2,1,1,2,0,1,2,1,1,0,0,1,1,160,0.0,0,2,1,3,4,0,0,2,2,0,0,0,1,1,1,0,1,1,1.0,1.0,10,0,0,1,1.0,0,1,0,4,0,1,1,0,1,3,0,0,2,0,2,2,0,1,3,1,0,0.0,2.0,1,0,0,1,0,3,0,0,0,2,0,0,1,0.0,3,2,2,0,2.0,1,0,1,2,3,2,0,0,1,0,1,1,3,1,1,1,1.0,0,2,0,1,2,0
1464,1464,1.0,3,0,0,3,0,2,0.0,1,1,0,2.0,0.0,0,0,3,2,1,1,2,-14,0.0,1,5,0,0,2,6,1,0,3,4,3,6,0,0.0,0.0,1,1.0,0,0,2,1,2,2,0,3,5,1,1,0,0,2,0,274,0.0,0,2,1,4,3,0,0,4,3,0,0,0,1,0,0,0,1,0,4.0,0.0,98,0,0,0,1.0,0,1,0,4,0,1,1,0,2,3,0,0,2,0,3,1,0,1,2,3,0,0.0,1.0,2,0,0,9,0,3,1,0,0,3,0,0,1,1.0,1,2,2,1,1.0,1,0,1,2,2,1,0,0,1,0,1,1,2,1,1,3,1.0,0,2,0,1,2,0
1465,1465,1.0,2,0,0,1,0,2,1.0,1,2,0,2.0,0.0,1,0,3,2,0,2,2,106,0.0,1,5,0,0,2,6,1,0,2,3,2,20,0,0.0,0.0,0,0.0,0,0,2,2,2,4,0,1,3,1,1,1,0,2,0,326,0.0,0,3,3,1,4,0,0,2,2,0,0,0,1,0,1,0,0,0,3.0,0.0,5,0,0,0,3.0,0,1,0,4,0,2,1,1,1,3,0,0,2,0,3,1,0,2,2,2,0,0.0,1.0,1,0,0,15,0,3,0,0,0,2,0,1,1,0.0,4,3,1,1,3.0,0,0,0,5,2,1,0,1,2,0,1,1,3,1,1,2,2.0,0,3,0,1,2,0
1466,1466,1.0,2,0,0,1,0,3,0.0,1,2,0,1.0,0.0,0,1,1,2,1,2,2,95,0.0,1,2,1,0,2,1,1,0,2,3,2,5,0,1.0,0.0,0,1.0,0,0,2,2,3,1,0,1,3,1,1,0,0,1,0,402,0.0,0,2,1,1,4,0,0,2,2,0,0,0,1,0,0,0,0,1,1.0,0.0,2,0,1,0,1.0,0,1,0,4,0,1,1,1,1,2,0,0,3,0,3,1,0,2,2,3,0,0.0,2.0,1,0,0,1,0,3,1,1,0,3,1,1,1,0.0,1,2,1,1,2.0,0,0,1,2,2,1,0,0,1,0,1,1,4,1,1,1,1.0,0,1,0,1,2,1
1467,1467,4.0,3,0,0,3,0,2,0.0,3,1,0,2.0,0.0,0,1,3,2,0,2,3,28,0.0,3,1,0,0,2,1,1,0,1,3,3,6,0,0.0,1.0,0,1.0,0,0,3,1,2,2,0,1,3,0,1,0,0,2,0,25,0.0,1,3,2,1,2,0,0,5,2,1,0,0,1,0,1,0,0,0,1.0,0.0,9,0,1,0,1.0,0,6,0,1,0,1,1,1,1,4,0,0,2,0,3,2,0,2,1,2,0,0.0,3.0,2,0,1,1,0,2,0,1,0,2,0,1,1,0.0,3,3,4,0,3.0,1,0,1,2,2,2,0,1,1,1,1,1,3,0,1,2,2.0,0,3,0,1,2,0
1468,1468,1.0,3,0,0,3,0,1,0.0,1,2,0,2.0,0.0,0,0,3,3,0,1,1,103,0.0,1,2,0,0,2,6,1,0,1,2,3,9,0,1.0,0.0,0,0.0,0,0,1,2,3,1,0,2,2,1,1,0,0,1,0,145,0.0,1,3,2,3,4,0,0,2,1,0,0,0,2,0,0,0,1,1,1.0,1.0,8,0,1,0,2.0,0,1,0,4,0,1,1,0,1,2,0,0,2,0,3,2,0,1,1,2,0,0.0,2.0,2,0,0,0,0,3,0,0,0,3,0,0,1,0.0,3,3,2,0,2.0,0,0,1,2,2,1,0,0,1,0,1,1,1,1,1,4,1.0,0,1,0,1,2,0
1469,1469,1.0,2,0,0,2,0,1,0.0,2,2,0,2.0,0.0,0,0,3,1,1,1,1,33,0.0,1,1,0,0,2,6,1,0,2,4,3,8,0,0.0,1.0,0,0.0,0,0,2,1,2,2,0,1,3,0,1,0,0,2,0,144,0.0,0,3,1,3,3,0,0,2,1,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,0,1,1.0,0,1,0,4,0,1,1,0,1,3,0,0,2,0,3,1,0,1,2,2,0,0.0,2.0,1,0,0,1,1,3,1,0,0,2,0,1,1,0.0,1,2,2,1,3.0,0,0,1,3,1,1,0,0,1,0,1,1,4,1,1,2,1.0,0,2,0,1,2,0
1470,1470,1.0,2,0,0,3,0,2,1.0,1,2,0,2.0,0.0,0,1,3,2,1,1,2,23,0.0,1,6,1,0,2,1,1,0,3,1,3,7,0,0.0,0.0,0,0.0,0,0,3,2,1,1,0,2,2,0,1,0,0,2,0,404,0.0,0,3,1,3,4,0,0,2,1,0,0,0,1,0,0,0,0,0,1.0,1.0,5,0,1,1,1.0,0,5,0,1,0,1,1,0,3,3,0,0,2,0,2,1,0,2,1,2,0,0.0,2.0,1,1,0,1,0,3,0,0,0,3,0,0,1,0.0,3,3,3,1,2.0,1,0,0,2,2,2,0,1,1,0,0,1,4,1,1,3,1.0,0,1,0,1,3,0
1471,1471,1.0,2,0,0,3,0,2,0.0,1,2,0,2.0,0.0,0,0,1,2,0,2,2,29,0.0,2,5,0,1,2,1,1,0,3,3,3,9,0,0.0,0.0,0,0.0,0,0,2,1,1,1,0,3,3,0,1,0,0,1,0,-14,0.0,0,3,1,3,3,0,0,2,2,0,0,0,1,0,0,0,1,0,1.0,0.0,11,0,0,0,1.0,0,1,0,4,0,1,1,1,1,2,0,0,1,0,3,1,0,1,1,2,0,0.0,2.0,2,0,0,1,0,3,0,0,0,2,0,1,1,0.0,2,2,2,1,1.0,0,0,1,1,2,2,0,0,1,0,1,4,3,1,1,3,2.0,0,2,0,1,2,0
1472,1472,1.0,2,0,0,1,0,1,0.0,1,2,0,2.0,0.0,0,0,1,2,0,2,1,35,0.0,3,5,1,0,1,1,1,0,2,4,2,7,0,1.0,1.0,0,0.0,0,0,1,3,2,1,0,2,3,0,1,0,0,1,0,399,0.0,0,2,3,3,4,0,0,2,3,0,0,0,1,1,0,0,1,0,1.0,0.0,9,0,1,1,3.0,0,1,0,4,0,1,1,0,1,3,0,0,1,0,3,1,0,2,2,2,0,0.0,2.0,1,0,0,1,0,3,0,1,0,3,0,0,1,0.0,1,2,2,1,1.0,0,0,1,1,1,1,0,0,1,0,1,1,4,0,1,3,1.0,0,2,0,1,2,0
1473,1473,2.0,2,0,1,3,1,2,0.0,2,1,0,2.0,0.0,0,0,1,4,0,2,3,107,0.0,3,3,0,0,2,3,1,0,4,2,3,4,0,0.0,0.0,0,0.0,0,0,2,2,3,3,0,3,2,0,1,0,0,3,0,299,0.0,0,3,3,5,4,0,1,4,4,1,0,0,1,0,0,0,0,0,2.0,0.0,8,0,1,1,3.0,0,1,0,3,0,2,3,0,2,4,0,0,2,0,4,3,0,2,2,5,0,0.0,2.0,2,0,0,13,0,1,0,0,0,3,1,1,2,0.0,4,3,4,1,2.0,0,0,0,4,3,1,0,0,2,0,1,4,1,0,1,5,2.0,0,2,0,1,2,0
1474,1474,2.0,3,0,0,2,1,4,1.0,1,3,0,4.0,0.0,0,0,3,3,0,2,1,15,0.0,4,6,0,0,2,1,2,0,4,2,4,0,0,0.0,0.0,1,1.0,0,0,2,1,3,5,0,4,4,0,6,0,0,3,0,299,0.0,0,3,1,3,4,0,0,3,3,0,0,0,1,0,0,0,0,0,2.0,3.0,5,0,1,0,2.0,1,7,0,2,0,2,3,0,3,4,0,0,3,0,3,1,0,3,1,1,0,0.0,2.0,3,0,0,8,0,2,0,0,0,3,0,0,2,1.0,2,3,4,0,1.0,0,0,0,4,4,1,0,0,3,0,1,5,2,0,1,1,4.0,0,3,0,1,3,0
1475,1475,2.0,2,0,0,3,0,1,0.0,1,2,0,2.0,0.0,0,0,3,1,1,2,1,26,0.0,1,6,0,0,1,6,1,0,2,2,2,8,0,1.0,0.0,0,1.0,0,0,2,1,2,1,0,3,3,0,1,0,1,1,0,494,0.0,0,4,3,1,3,0,0,2,1,1,0,0,2,0,1,0,0,1,1.0,1.0,6,0,0,0,1.0,1,1,0,4,0,2,1,0,1,2,0,0,2,0,1,2,0,2,1,1,0,0.0,5.0,2,0,1,1,0,3,0,1,0,3,0,1,1,0.0,1,3,3,0,1.0,0,0,1,2,3,1,0,1,2,0,1,1,4,0,1,4,2.0,0,3,0,2,1,1
1476,1476,2.0,4,0,0,2,1,2,0.0,1,1,0,4.0,0.0,0,0,3,3,1,3,3,96,0.0,3,6,0,0,2,6,1,0,3,3,3,3,0,0.0,1.0,1,0.0,0,0,2,1,3,4,0,4,4,0,6,1,0,3,0,361,0.0,0,2,3,5,5,0,1,4,2,0,0,0,2,0,0,0,0,0,2.0,0.0,5,0,1,0,2.0,0,6,0,4,0,2,2,0,2,3,0,0,3,1,4,3,0,4,1,1,0,0.0,4.0,2,0,0,9,0,2,0,0,0,3,0,1,2,0.0,2,3,4,1,3.0,0,0,0,4,3,3,0,0,3,0,1,1,1,0,3,1,2.0,0,4,0,1,3,0
1477,1477,1.0,2,0,0,1,1,2,0.0,1,2,0,2.0,0.0,0,0,3,3,0,2,2,24,0.0,3,4,0,0,2,6,6,0,2,2,3,9,0,0.0,0.0,1,0.0,0,0,3,2,3,2,0,3,2,0,2,0,0,3,0,366,0.0,0,2,3,1,4,0,0,1,3,1,0,0,1,0,0,0,0,0,3.0,0.0,6,0,0,0,2.0,0,1,0,3,0,3,2,0,1,3,1,0,3,0,3,1,0,1,1,5,0,1.0,2.0,2,0,0,0,0,3,0,0,0,1,0,0,4,0.0,3,2,1,1,3.0,0,0,1,2,4,1,0,0,1,0,1,2,4,0,1,2,1.0,0,2,0,1,2,0
1478,1478,1.0,4,0,0,4,1,2,2.0,1,1,0,2.0,0.0,0,0,3,2,1,5,2,5,0.0,1,7,0,0,2,6,6,0,2,3,3,7,0,1.0,0.0,0,1.0,0,0,2,2,3,2,0,1,3,1,6,1,1,2,0,9,0.0,0,4,3,2,5,0,0,2,4,0,0,0,1,0,1,0,0,0,2.0,3.0,6,0,0,0,1.0,1,1,0,4,0,2,3,0,2,3,0,0,3,1,3,1,0,2,2,1,0,0.0,4.0,2,0,0,12,1,3,0,0,0,1,0,0,2,1.0,1,2,3,0,1.0,0,1,1,2,4,2,0,0,2,0,1,1,3,0,1,1,2.0,0,2,0,1,2,0
1479,1479,2.0,2,0,0,3,1,2,0.0,1,1,0,2.0,0.0,0,0,1,2,0,2,1,16,0.0,3,3,1,0,2,6,2,0,2,1,4,10,0,0.0,0.0,0,0.0,0,0,2,2,2,1,0,2,3,0,1,0,1,1,0,409,0.0,0,2,3,5,4,1,0,2,3,0,0,0,1,0,0,0,0,0,2.0,0.0,10,0,0,0,3.0,0,2,0,4,0,2,1,0,3,3,0,0,3,1,3,3,0,4,1,1,0,0.0,3.0,2,0,0,15,0,3,0,0,0,2,1,0,2,0.0,3,3,2,1,2.0,0,0,0,3,3,2,0,0,2,0,1,1,1,0,1,1,4.0,0,2,0,1,2,0
1480,1480,1.0,5,0,1,2,1,3,1.0,2,1,0,2.0,0.0,0,0,4,2,0,2,2,28,1.0,1,2,0,0,2,6,7,0,3,2,3,3,0,1.0,0.0,1,1.0,0,0,3,2,3,1,0,2,3,1,1,1,0,2,0,272,1.0,0,3,3,2,5,1,0,2,2,0,0,0,1,0,0,0,0,0,2.0,0.0,3,0,1,0,2.0,0,5,0,3,0,1,2,0,4,3,0,0,2,0,3,2,0,2,1,2,0,0.0,2.0,2,0,0,0,0,2,1,0,0,4,0,1,2,0.0,3,4,3,0,1.0,0,0,1,1,2,1,0,0,2,0,1,2,1,1,2,1,2.0,0,2,0,1,3,0
1481,1481,1.0,3,0,0,1,0,3,0.0,1,1,0,4.0,0.0,0,1,3,1,1,2,2,13,0.0,3,6,0,0,2,6,7,0,2,4,3,6,0,0.0,0.0,0,1.0,0,0,2,3,3,4,0,4,3,0,1,0,0,3,0,444,0.0,0,2,3,4,4,0,0,3,4,0,0,0,1,0,0,0,0,0,2.0,0.0,10,0,0,1,2.0,0,1,0,1,0,2,2,1,2,3,0,0,3,0,4,1,0,2,1,1,0,0.0,5.0,2,0,0,11,0,1,0,0,0,2,0,1,3,1.0,4,3,2,0,3.0,0,0,0,2,3,1,0,0,2,0,1,1,2,0,1,1,2.0,0,3,0,1,3,0
1482,1482,2.0,3,0,0,3,1,2,1.0,1,2,0,1.0,0.0,0,0,3,3,0,2,2,18,0.0,3,2,0,0,2,6,6,0,4,2,1,7,0,0.0,0.0,0,0.0,0,0,2,2,3,2,0,4,2,1,1,0,0,2,0,415,1.0,0,3,3,5,4,0,0,2,1,0,0,0,1,0,0,0,0,0,3.0,0.0,2,0,0,0,3.0,0,6,0,4,0,1,1,0,3,3,0,0,3,1,3,1,0,2,1,1,0,1.0,2.0,2,0,0,12,0,3,0,1,0,3,0,0,1,0.0,1,4,3,1,3.0,0,1,1,5,3,1,0,0,2,0,1,4,2,1,1,3,1.0,0,3,0,1,1,1
1483,1483,1.0,3,0,0,2,1,2,0.0,2,2,1,4.0,0.0,0,0,1,2,1,4,2,20,0.0,1,6,0,0,2,6,1,0,2,2,2,7,0,1.0,0.0,0,1.0,0,0,2,1,2,1,0,3,3,0,2,0,0,1,0,257,0.0,0,3,3,2,4,0,0,3,3,1,0,0,1,1,1,0,1,0,3.0,2.0,9,0,1,0,2.0,0,1,0,2,0,2,2,1,3,3,0,0,2,0,3,1,0,1,5,3,0,0.0,3.0,2,0,0,8,0,1,0,1,0,3,0,0,1,0.0,2,3,2,0,2.0,0,0,0,2,3,1,0,0,1,0,1,1,1,0,1,1,2.0,0,2,0,1,3,0
1484,1484,1.0,2,0,0,3,1,2,0.0,1,1,0,3.0,0.0,0,0,2,4,1,2,1,27,0.0,3,1,0,0,1,1,1,0,4,2,6,0,1,1.0,1.0,0,0.0,0,0,3,1,3,1,0,3,3,0,1,0,0,2,0,262,0.0,0,3,3,3,5,0,0,3,3,1,0,0,2,0,0,0,0,0,2.0,0.0,5,0,1,0,2.0,0,1,0,1,0,2,1,0,2,3,0,0,1,0,2,4,0,2,2,2,0,0.0,2.0,1,0,0,9,1,2,0,0,0,3,0,1,3,0.0,3,2,4,0,2.0,0,0,0,2,4,2,0,1,2,0,0,3,5,0,1,2,2.0,0,4,0,1,4,0
1485,1485,1.0,2,0,0,3,0,1,1.0,1,2,0,2.0,0.0,0,1,3,2,1,1,2,31,0.0,2,1,0,0,2,6,1,0,2,3,2,8,0,0.0,0.0,0,0.0,0,0,2,3,2,1,0,2,3,1,1,0,0,1,0,-65,0.0,0,3,3,3,4,0,0,2,1,0,0,0,1,0,0,0,0,1,1.0,0.0,9,0,0,0,1.0,0,1,0,4,0,1,1,1,1,2,0,0,3,0,3,1,0,1,1,2,0,0.0,2.0,1,0,0,1,0,3,0,0,0,3,0,0,1,1.0,1,2,2,1,2.0,0,0,1,1,2,2,0,0,1,0,1,2,2,1,1,3,1.0,0,1,0,1,2,0
1486,1486,1.0,2,0,0,3,0,1,1.0,1,2,0,1.0,0.0,0,0,3,2,1,2,2,16,1.0,1,5,0,0,2,1,1,0,2,3,3,12,0,0.0,0.0,0,1.0,0,0,2,2,1,2,0,2,3,0,1,0,0,1,0,430,0.0,0,2,1,2,4,0,0,1,3,0,0,0,1,0,0,0,1,0,1.0,0.0,98,0,0,0,1.0,1,1,0,4,0,1,1,1,3,3,0,0,2,0,3,1,0,2,2,3,0,0.0,2.0,1,0,0,9,0,3,0,1,0,3,0,0,1,0.0,1,2,2,1,3.0,0,0,1,2,2,2,0,1,1,0,1,1,1,1,1,3,1.0,0,3,0,1,2,0
1487,1487,1.0,2,0,0,3,1,2,0.0,2,1,0,3.0,0.0,0,0,3,2,1,1,3,23,0.0,1,1,0,0,2,6,1,0,2,2,3,3,0,0.0,1.0,0,0.0,0,0,3,1,3,2,0,1,4,1,2,0,0,3,0,448,0.0,0,2,2,5,4,0,0,2,3,0,0,0,2,0,1,0,0,0,3.0,0.0,2,0,1,1,2.0,0,1,0,2,0,2,2,0,3,3,0,0,3,0,3,1,0,5,1,2,0,0.0,1.0,2,0,0,12,1,3,1,0,0,2,1,1,2,0.0,3,3,3,1,2.0,0,0,0,5,4,3,0,0,1,0,1,1,1,0,3,1,2.0,0,3,0,2,2,0
1488,1488,4.0,4,0,0,4,0,2,0.0,1,1,0,1.0,0.0,1,0,3,2,1,2,2,38,0.0,3,2,0,0,2,6,1,0,2,3,3,4,0,0.0,0.0,0,1.0,0,0,2,3,3,3,0,2,5,0,1,0,0,1,0,342,0.0,0,3,1,4,4,0,0,2,2,0,0,0,1,0,0,0,0,1,1.0,0.0,4,0,1,0,1.0,0,1,0,1,0,3,1,1,1,4,0,0,1,0,1,2,0,2,2,2,0,0.0,2.0,1,0,0,1,0,3,1,0,0,4,1,1,2,0.0,3,2,3,0,3.0,0,0,1,2,3,2,0,0,2,0,1,1,4,0,1,3,4.0,0,4,0,2,2,0
1489,1489,0.0,2,0,0,3,0,3,0.0,2,1,0,0.0,1.0,0,0,1,4,0,4,3,0,0.0,3,5,0,0,2,5,2,0,4,2,5,3,0,0.0,1.0,1,1.0,0,0,1,3,3,2,0,1,5,1,7,0,0,3,0,410,0.0,0,3,3,2,5,1,0,1,3,1,0,0,1,0,0,0,0,0,0.0,0.0,1,0,1,1,2.0,0,6,0,1,0,1,1,0,3,4,0,0,3,1,3,1,0,2,1,2,0,0.0,1.0,2,0,0,9,0,3,0,0,0,2,1,1,4,1.0,4,4,4,0,3.0,1,1,1,1,3,1,0,1,2,0,1,1,5,0,4,1,2.0,0,4,0,1,2,0
1490,1490,2.0,3,0,0,2,0,2,0.0,2,1,0,2.0,0.0,0,0,4,3,1,3,3,-5,0.0,3,6,0,0,2,6,1,0,3,2,1,4,0,0.0,0.0,1,0.0,0,0,3,1,3,4,0,4,5,0,6,0,0,3,0,297,0.0,0,4,3,1,5,0,0,4,3,0,0,0,2,0,1,0,0,0,2.0,1.0,7,0,0,0,4.0,0,6,0,2,0,2,2,0,4,3,0,0,2,0,3,2,0,2,1,5,0,0.0,2.0,2,0,1,15,0,3,0,0,0,2,0,0,2,0.0,3,4,4,0,2.0,0,0,0,4,4,2,0,0,2,0,0,1,1,0,1,1,4.0,0,3,0,2,4,0
1491,1491,1.0,3,0,0,3,1,2,0.0,1,1,0,1.0,0.0,0,0,4,3,1,2,2,11,0.0,1,6,0,0,2,6,2,0,2,2,3,8,0,0.0,1.0,0,0.0,0,0,2,3,2,5,0,3,5,1,1,0,0,3,0,-21,0.0,1,4,3,3,5,0,0,3,3,1,0,0,1,0,0,0,0,0,3.0,0.0,3,0,1,0,2.0,0,6,0,1,0,3,2,0,2,3,0,0,3,1,4,1,0,1,4,2,0,0.0,2.0,3,0,0,0,0,2,0,0,0,3,0,0,2,0.0,3,4,4,0,1.0,0,0,0,2,2,2,0,0,3,0,1,5,1,0,1,1,2.0,0,2,0,1,3,0
